datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.39423790917268076,1.0,10.39423790917268
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.723035993044254,0.9999997588734665,10.72303358177892
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.6421725369419995,0.9999990354939822,10.64216289188182
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.45569023060153657,0.999997829861896,10.455668529220496
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.5908533110929062,0.9999961419777894,10.5908147308708
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.07813882330908228,0.9999939718424762,10.078078541733845
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.2893544981335646,0.9999913194570031,10.289267692703595
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.8333765176635806,0.9999881848226492,10.833258365890073
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.2947631629091767,0.9999845679409262,10.29460884231844
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.6296363139794929,0.9999804688135782,10.629441002115275
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.7495420677099229,0.9999758874425823,10.749300942135745
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.1117196083130837,0.9999708238301476,10.11142784661456
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.4671091399914731,0.9999652779787161,10.466761919778635
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.9481815076284454,0.9999592498909624,10.94777400653807
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.6844688836952685,0.9999527395697936,10.683996279393204
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.9794770247621594,0.9999457470183493,10.978934494945653
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.04765982493774379,0.9999382722400014,10.047042547337758
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.551556380946178,0.9999303152383551,10.550859533329728
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.7923101359505124,0.9999218760172474,10.791528896122985
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.24151873857479833,0.999912954580748,10.24064828438228
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.5142131883774774,0.9999035509331596,10.513248697709074
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.23564813614229374,0.9998936650790171,10.234584786932464
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.19297961966057786,0.9998832970230879,10.191812589891457
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.5173795047061515,0.9998724467703719,10.51610397240987
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.9607040360481617,0.9998611143261019,10.959315179309181
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.035949249728518096,0.9998492996957429,10.034442246685947
2003-01-02 02:00:00,2003-01-02 02:00:00,2003,1,2,0.2898738134896822,0.9998370028849926,10.28824384233961
2003-01-02 03:00:00,2003-01-02 03:00:00,2003,1,2,0.43938666653179903,0.999824223899781,10.437628905529609
2003-01-02 04:00:00,2003-01-02 04:00:00,2003,1,2,0.6402187668484316,0.9998109627462709,10.63832839431114
2003-01-02 05:00:00,2003-01-02 05:00:00,2003,1,2,0.0541328154665498,0.9997972194308576,10.052105009775127
2003-01-02 06:00:00,2003-01-02 06:00:00,2003,1,2,0.10086704758097853,0.9997829939601689,10.098696987182667
